,country,ISO,region,destination,value,latitude,longitude,dest_lat,dest_long
1810,United Kingdom,GBR,Europe,Rwanda,2,55.378051,-3.435973,-1.940278,29.873888
1811,United Kingdom,GBR,Europe,Senegal,1,55.378051,-3.435973,14.497401,-14.452362
1812,United Kingdom,GBR,Europe,Sierra Leone,26,55.378051,-3.435973,8.460555,-11.779889
1813,United Kingdom,GBR,Europe,Slovakia,330,55.378051,-3.435973,48.669026,19.699024
1814,United Kingdom,GBR,Europe,Somalia,3,55.378051,-3.435973,5.152149,46.199616
1815,United Kingdom,GBR,Europe,South Africa,2,55.378051,-3.435973,-30.559482,22.937506
1816,United Kingdom,GBR,Europe,Spain,1,55.378051,-3.435973,40.463667,-3.74922
1817,United Kingdom,GBR,Europe,Sri Lanka,3,55.378051,-3.435973,7.873054,80.771797
1818,United Kingdom,GBR,Europe,Sudan,1,55.378051,-3.435973,12.862807,30.217636
1819,United Kingdom,GBR,Europe,Swaziland,1,55.378051,-3.435973,-26.522503,31.465866
1820,United Kingdom,GBR,Europe,Syrian Arab Republic,1,55.378051,-3.435973,34.802075,38.996815
1821,United Kingdom,GBR,Europe,Thailand,10,55.378051,-3.435973,15.870032,100.992541
1822,United Kingdom,GBR,Europe,Togo,1,55.378051,-3.435973,8.619543,0.824782
1823,United Kingdom,GBR,Europe,Total,4439,55.378051,-3.435973,NaN,NaN
1824,United Kingdom,GBR,Europe,Turkey,1,55.378051,-3.435973,38.963745,35.243322
1825,United Kingdom,GBR,Europe,Uganda,80,55.378051,-3.435973,1.373333,32.290275
1826,United Kingdom,GBR,Europe,Ukraine,1,55.378051,-3.435973,48.379433,31.16558
1827,United Kingdom,GBR,Europe,United Kingdom,634,55.378051,-3.435973,55.378051,-3.435973
1828,United Kingdom,GBR,Europe,United Republic of Tanzania,2,55.378051,-3.435973,-6.369028,34.888822
1829,United Kingdom,GBR,Europe,United States of America,1,55.378051,-3.435973,37.09024,-95.712891
1830,United Kingdom,GBR,Europe,Vietnam,334,55.378051,-3.435973,14.058324,108.277199
1831,United Kingdom,GBR,Europe,Western Sahara,1,55.378051,-3.435973,24.215527,-12.885834
1832,United Kingdom,GBR,Europe,Zambia,2,55.378051,-3.435973,-13.133897,27.849332
1833,United Kingdom,GBR,Europe,Zimbabwe,19,55.378051,-3.435973,-19.015438,29.154857
1834,United Republic of Tanzania,TZA,Africa,Rwanda,1,-6.369028,34.888822,-1.940278,29.873888
1835,United Republic of Tanzania,TZA,Africa,Total,9,-6.369028,34.888822,NaN,NaN
1836,United States of America,USA,Americas,Afghanistan,6,37.09024,-95.712891,33.93911,67.709953
1837,United States of America,USA,Americas,Algeria,2,37.09024,-95.712891,28.033886,1.659626
1838,United States of America,USA,Americas,Argentina,2,37.09024,-95.712891,-38.416097,-63.616672
1839,United States of America,USA,Americas,Australia,2,37.09024,-95.712891,-25.274398,133.775136
1840,United States of America,USA,Americas,Bangladesh,2,37.09024,-95.712891,23.684994,90.356331
1841,United States of America,USA,Americas,Belarus,2,37.09024,-95.712891,53.709807,27.953389
1842,United States of America,USA,Americas,Belize,6,37.09024,-95.712891,17.189877,-88.49765
1843,United States of America,USA,Americas,Bolivia (Plurinational State of),2,37.09024,-95.712891,-16.290154,-63.588653
1844,United States of America,USA,Americas,Brazil,34,37.09024,-95.712891,-14.235004,-51.92528
1845,United States of America,USA,Americas,Bulgaria,2,37.09024,-95.712891,42.733883,25.48583
1846,United States of America,USA,Americas,Burkina Faso,2,37.09024,-95.712891,12.238333,-1.561593
1847,United States of America,USA,Americas,Cambodia,7,37.09024,-95.712891,12.565679,104.990963
1848,United States of America,USA,Americas,Cameroon,17,37.09024,-95.712891,7.369722,12.354722
1849,United States of America,USA,Americas,Canada,16,37.09024,-95.712891,56.130366,-106.346771
1850,United States of America,USA,Americas,Chile,2,37.09024,-95.712891,-35.675147,-71.542969
1851,United States of America,USA,Americas,China,122,37.09024,-95.712891,35.86166,104.195397
1852,United States of America,USA,Americas,Taiwan,1,37.09024,-95.712891,23.69781,120.960515
1853,United States of America,USA,Americas,Colombia,8,37.09024,-95.712891,4.570868,-74.297333
1854,United States of America,USA,Americas,Congo,2,37.09024,-95.712891,-4.038333,21.758664
1855,United States of America,USA,Americas,Costa Rica,2,37.09024,-95.712891,9.748917,-83.753428
1856,United States of America,USA,Americas,Cuba,2,37.09024,-95.712891,21.521757,-77.781167
1857,United States of America,USA,Americas,Democratic People's Republic of Korea,2,37.09024,-95.712891,40.339852,127.510093
1858,United States of America,USA,Americas,Dominican Republic,33,37.09024,-95.712891,18.735693,-70.162651
1859,United States of America,USA,Americas,Ecuador,17,37.09024,-95.712891,-1.831239,-78.183406
1860,United States of America,USA,Americas,Egypt,2,37.09024,-95.712891,26.820553,30.802498
1861,United States of America,USA,Americas,El Salvador,400,37.09024,-95.712891,13.794185,-88.89653
1862,United States of America,USA,Americas,Eritrea,2,37.09024,-95.712891,15.179384,39.782334
1863,United States of America,USA,Americas,Ethiopia,38,37.09024,-95.712891,9.145,40.489673
1864,United States of America,USA,Americas,France,2,37.09024,-95.712891,46.227638,2.213749
1865,United States of America,USA,Americas,Gabon,2,37.09024,-95.712891,-0.803689,11.609444
1866,United States of America,USA,Americas,Germany,2,37.09024,-95.712891,51.165691,10.451526
1867,United States of America,USA,Americas,Ghana,2,37.09024,-95.712891,7.946527,-1.023194
1868,United States of America,USA,Americas,Guatemala,602,37.09024,-95.712891,15.783471,-90.230759
1869,United States of America,USA,Americas,Guinea,10,37.09024,-95.712891,9.945587,-9.696645
1870,United States of America,USA,Americas,Guyana,2,37.09024,-95.712891,4.860416,-58.93018
1871,United States of America,USA,Americas,Haiti,54,37.09024,-95.712891,18.971187,-72.285215
1872,United States of America,USA,Americas,Honduras,752,37.09024,-95.712891,15.199999,-86.241905
1873,United States of America,USA,Americas,India,214,37.09024,-95.712891,20.593684,78.96288
1874,United States of America,USA,Americas,Indonesia,70,37.09024,-95.712891,-0.789275,113.921327
1875,United States of America,USA,Americas,Iran (Islamic Republic of),2,37.09024,-95.712891,32.427908,53.688046
1876,United States of America,USA,Americas,Iraq,2,37.09024,-95.712891,33.223191,43.679291
1877,United States of America,USA,Americas,Jamaica,17,37.09024,-95.712891,18.109581,-77.297508
1878,United States of America,USA,Americas,Japan,1,37.09024,-95.712891,36.204824,138.252924
1879,United States of America,USA,Americas,Jordan,2,37.09024,-95.712891,30.585164,36.238414
1880,United States of America,USA,Americas,Kazakhstan,1,37.09024,-95.712891,48.019573,66.923684
1881,United States of America,USA,Americas,Kenya,26,37.09024,-95.712891,-0.023559,37.906193
1882,United States of America,USA,Americas,Kosovo under UNSCR 1244,1,37.09024,-95.712891,42.602636,20.902977
1883,United States of America,USA,Americas,Lao People's Democratic Republic,2,37.09024,-95.712891,19.85627,102.495496
1884,United States of America,USA,Americas,Latvia,6,37.09024,-95.712891,56.879635,24.603189
1885,United States of America,USA,Americas,Lebanon,2,37.09024,-95.712891,33.854721,35.862285
1886,United States of America,USA,Americas,Lesotho,2,37.09024,-95.712891,-29.609988,28.233608
1887,United States of America,USA,Americas,Liberia,1,37.09024,-95.712891,6.428055,-9.429499
1888,United States of America,USA,Americas,Maldives,168,37.09024,-95.712891,3.202778,73.22068
1889,United States of America,USA,Americas,Mexico,2433,37.09024,-95.712891,23.634501,-102.552784
1890,United States of America,USA,Americas,Morocco,6,37.09024,-95.712891,31.791702,-7.09262
1891,United States of America,USA,Americas,Myanmar,2,37.09024,-95.712891,21.913965,95.956223
1892,United States of America,USA,Americas,Nepal,7,37.09024,-95.712891,28.394857,84.124008
1893,United States of America,USA,Americas,Netherlands,6,37.09024,-95.712891,52.132633,5.291266
1894,United States of America,USA,Americas,Nicaragua,25,37.09024,-95.712891,12.865416,-85.207229
1895,United States of America,USA,Americas,Niger,2,37.09024,-95.712891,17.607789,8.081666
1896,United States of America,USA,Americas,Nigeria,2,37.09024,-95.712891,9.081999,8.675277
1897,United States of America,USA,Americas,Norway,2,37.09024,-95.712891,60.472024,8.468946
1898,United States of America,USA,Americas,Others,17,37.09024,-95.712891,NaN,NaN
1899,United States of America,USA,Americas,Pakistan,11,37.09024,-95.712891,30.375321,69.345116
1900,United States of America,USA,Americas,Peru,66,37.09024,-95.712891,-9.189967,-75.015152
1901,United States of America,USA,Americas,Philippines,1487,37.09024,-95.712891,12.879721,121.774017
1902,United States of America,USA,Americas,Portugal,2,37.09024,-95.712891,39.399872,-8.224454
1903,United States of America,USA,Americas,Republic of Korea,89,37.09024,-95.712891,35.907757,127.766922
1904,United States of America,USA,Americas,Romania,1,37.09024,-95.712891,45.943161,24.96676
1905,United States of America,USA,Americas,Russian Federation,16,37.09024,-95.712891,61.52401,105.318756
1906,United States of America,USA,Americas,Rwanda,6,37.09024,-95.712891,-1.940278,29.873888
1907,United States of America,USA,Americas,Saint Vincent and the Grenadines,122,37.09024,-95.712891,12.984305,-61.287228
1908,United States of America,USA,Americas,Senegal,2,37.09024,-95.712891,14.497401,-14.452362
1909,United States of America,USA,Americas,Serbia,1,37.09024,-95.712891,44.016521,21.005859
1910,United States of America,USA,Americas,Sierra Leone,1,37.09024,-95.712891,8.460555,-11.779889
1911,United States of America,USA,Americas,Singapore,1,37.09024,-95.712891,1.352083,103.819836
1912,United States of America,USA,Americas,Sri Lanka,2,37.09024,-95.712891,7.873054,80.771797
1913,United States of America,USA,Americas,Sudan,2,37.09024,-95.712891,12.862807,30.217636
1914,United States of America,USA,Americas,Sweden,1,37.09024,-95.712891,60.128161,18.643501
1915,United States of America,USA,Americas,Thailand,742,37.09024,-95.712891,15.870032,100.992541
1916,United States of America,USA,Americas,Togo,2,37.09024,-95.712891,8.619543,0.824782
1917,United States of America,USA,Americas,Total,18443,37.09024,-95.712891,NaN,NaN
1918,United States of America,USA,Americas,Uganda,2,37.09024,-95.712891,1.373333,32.290275
1919,United States of America,USA,Americas,Ukraine,17,37.09024,-95.712891,48.379433,31.16558
1920,United States of America,USA,Americas,United Kingdom,2,37.09024,-95.712891,55.378051,-3.435973
1921,United States of America,USA,Americas,United Republic of Tanzania,16,37.09024,-95.712891,-6.369028,34.888822
1922,United States of America,USA,Americas,United States of America,7841,37.09024,-95.712891,37.09024,-95.712891
1923,United States of America,USA,Americas,Uzbekistan,2,37.09024,-95.712891,41.377491,64.585262
1924,United States of America,USA,Americas,Vietnam,14,37.09024,-95.712891,14.058324,108.277199
1925,United States of America,USA,Americas,Zambia,2,37.09024,-95.712891,-13.133897,27.849332
1926,United States of America,USA,Americas,Zimbabwe,2,37.09024,-95.712891,-19.015438,29.154857
1927,Uruguay,URY,Americas,Bolivia (Plurinational State of),1,-32.522779,-55.765835,-16.290154,-63.588653
1928,Uruguay,URY,Americas,Dominican Republic,95,-32.522779,-55.765835,18.735693,-70.162651
1929,Uruguay,URY,Americas,Paraguay,1,-32.522779,-55.765835,-23.442503,-58.443832
1930,Uruguay,URY,Americas,Peru,1,-32.522779,-55.765835,-9.189967,-75.015152
1931,Uruguay,URY,Americas,Total,398,-32.522779,-55.765835,NaN,NaN
1932,Uruguay,URY,Americas,Uruguay,12,-32.522779,-55.765835,-32.522779,-55.765835
1933,Uzbekistan,UZB,Asia,Kazakhstan,1,41.377491,64.585262,48.019573,66.923684
1934,Uzbekistan,UZB,Asia,Kyrgyzstan,1,41.377491,64.585262,41.20438,74.766098
1935,Uzbekistan,UZB,Asia,Tajikistan,1,41.377491,64.585262,38.861034,71.276093
1936,Uzbekistan,UZB,Asia,Total,11970,41.377491,64.585262,NaN,NaN
1937,Uzbekistan,UZB,Asia,Uzbekistan,438,41.377491,64.585262,41.377491,64.585262
1938,Venezuela (Bolivarian Republic of),VEN,Americas,Bolivia (Plurinational State of),2,6.42375,-66.58973,-16.290154,-63.588653
1939,Venezuela (Bolivarian Republic of),VEN,Americas,China,19,6.42375,-66.58973,35.86166,104.195397
1940,Venezuela (Bolivarian Republic of),VEN,Americas,Colombia,12,6.42375,-66.58973,4.570868,-74.297333
1941,Venezuela (Bolivarian Republic of),VEN,Americas,Ecuador,3,6.42375,-66.58973,-1.831239,-78.183406
1942,Venezuela (Bolivarian Republic of),VEN,Americas,Ethiopia,1,6.42375,-66.58973,9.145,40.489673
1943,Venezuela (Bolivarian Republic of),VEN,Americas,Guatemala,1,6.42375,-66.58973,15.783471,-90.230759
1944,Venezuela (Bolivarian Republic of),VEN,Americas,Iran (Islamic Republic of),1,6.42375,-66.58973,32.427908,53.688046
1945,Venezuela (Bolivarian Republic of),VEN,Americas,Kenya,2,6.42375,-66.58973,-0.023559,37.906193
1946,Venezuela (Bolivarian Republic of),VEN,Americas,Mexico,1,6.42375,-66.58973,23.634501,-102.552784
1947,Venezuela (Bolivarian Republic of),VEN,Americas,Peru,9,6.42375,-66.58973,-9.189967,-75.015152
1948,Venezuela (Bolivarian Republic of),VEN,Americas,Philippines,1,6.42375,-66.58973,12.879721,121.774017
1949,Venezuela (Bolivarian Republic of),VEN,Americas,Somalia,1,6.42375,-66.58973,5.152149,46.199616
1950,Venezuela (Bolivarian Republic of),VEN,Americas,South Africa,1,6.42375,-66.58973,-30.559482,22.937506
1951,Venezuela (Bolivarian Republic of),VEN,Americas,Total,276,6.42375,-66.58973,NaN,NaN
1952,Venezuela (Bolivarian Republic of),VEN,Americas,Venezuela (Bolivarian Republic of),163,6.42375,-66.58973,6.42375,-66.58973
1953,Vietnam,VNM,Asia,Total,7260,14.058324,108.277199,NaN,NaN
1954,Zambia,ZMB,Africa,Afghanistan,1,-13.133897,27.849332,33.93911,67.709953
1955,Zambia,ZMB,Africa,Angola,5,-13.133897,27.849332,-11.202692,17.873887
1956,Zambia,ZMB,Africa,Congo,1,-13.133897,27.849332,-4.038333,21.758664
1957,Zambia,ZMB,Africa,Rwanda,13,-13.133897,27.849332,-1.940278,29.873888
1958,Zambia,ZMB,Africa,Total,66,-13.133897,27.849332,NaN,NaN
1959,Zambia,ZMB,Africa,Zambia,8,-13.133897,27.849332,-13.133897,27.849332
1960,Zimbabwe,ZWE,Africa,Total,5,-19.015438,29.154857,NaN,NaN
